Name,ID,Pos,Squad,Min
Rice Declan,1c7012b8,"['DM', 'CM', 'CM', 'DM', 'DM', 'CM', 'DM', 'CM', 'DM', 'DM', 'DM', 'DM', 'CM', 'CM', 'DM', 'DM', 'DM', 'DM', 'CM', 'DM', 'DM', 'CM', 'CM', 'DM', 'CM', 'DM', 'CM', 'CM', 'CM', 'CM', 'DM', 'CM', 'DM', 'DM', 'CM', 'CM', 'CM', 'CM', 'DM', 'DM', 'CM', 'DM', 'CM', 'DM', 'DM', 'DM', 'CM', 'DM', 'DM', 'CM', 'CM', 'DM', 'CM', 'CM', 'CB', 'CM', 'DM', 'DM', 'CM', 'CM', 'CM', 'CB', 'CM', 'CM', 'CM', 'CM', 'CM', 'DM', 'DM', 'CM', 'DM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'LM', 'LM', 'CM', 'CM', 'LM', 'CM', 'LM', 'CM', 'CM', 'CM', 'RM', 'CM', 'CM', 'CM', 'CM', 'DM', 'CM', 'CM', 'DM', 'LM', 'CM', 'LM', 'DM', 'CM', 'CB']","['West Ham', 'Arsenal', 'eng Arsenal', 'eng West Ham', 'eng England']",7588.0
Richards Chris,0a3d6d2b,"['CB', 'RB', 'CB', 'LB', 'CB', 'DM', 'CB', 'CB', 'LB', 'CB', 'RB', 'CB', 'CB', 'RW', 'CM', 'CB', 'CM', 'DM', 'DM', 'RB', 'CM', 'CB', 'CM', 'RB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB']","['us United States', 'Crystal Palace']",1524.0
Richarlison,fa031b34,"['FW', 'AM', 'FW', 'LM', 'AM', 'AM', 'AM', 'FW', 'AM', 'AM', 'AM', 'AM', 'CM', 'FW', 'AM', 'LW', 'FW', 'FW', 'AM', 'FW', 'AM', 'AM', 'AM', 'AM', 'AM', 'FW', 'AM', 'AM', 'DM', 'RW', 'AM', 'FW', 'LW', 'RW', 'FW', 'LM', 'AM', 'AM', 'FW', 'FW', 'AM', 'RW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'LW', 'FW', 'LW', 'LW', 'LW', 'FW', 'DM', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW']","['Tottenham', 'br Brazil', 'eng Tottenham']",2978.0
Riedewald Jaïro,7a1f2c08,"['DM', 'LB', 'LM', 'LW', 'LB', 'LM', 'DM', 'LW', 'CM', 'LM', 'LW', 'CM', 'CM', 'DM']",['Crystal Palace'],463.0
Ritchie Matt,71ef519e,"['FW', 'LW', 'LM', 'LW', 'RW', 'RW', 'LW', 'FW', 'FW', 'RW', 'RW', 'RM', 'RW', 'LW', 'LM', 'RW', 'LW', 'LB', 'FW']",['Newcastle Utd'],401.0
Roberts Connor,24fae784,"['RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'LW', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'CB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'CM', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'LB', 'WB', 'RM', 'RB', 'WB', 'LB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'DM', 'RB', 'RB', 'RB', 'RB', 'RB', 'CM', 'LB', 'LB', 'WB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RM', 'RB', 'DM', 'DM', 'RM', 'RB']","['Burnley', 'wls Wales']",6047.0
Robertson Alexander,3434ac72,"['DM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'FW', 'CM', 'CB', 'CB', 'DM', 'DM', 'AM', 'AM', 'AM', 'DM', 'AM', 'AM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'AM', 'AM', 'AM', 'DM']","['Portsmouth', 'Manchester City']",2667.0
Robertson Andrew,2e4f5f03,"['LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LM', 'DM', 'LB', 'LB', 'LB', 'LB', 'DM', 'LB', 'LB', 'LB', 'DM', 'LM', 'LM', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'WB', 'LB', 'DM', 'LM', 'LB']","['eng Liverpool', 'sct Scotland', 'Liverpool']",4879.0
Rodney Kaden,49375cdd,"['RB', 'RB', 'RB', 'CB', 'CB', 'RB', 'RB', 'RB', 'RB', 'DM', 'DM', 'DM', 'CM', 'CM', 'RM', 'CB', 'CB', 'DM', 'CB', 'LB', 'AM', 'DM']",['Crystal Palace'],1893.0
Rodri,6434f10d,"['CM', 'DM', 'CM', 'CM', 'DM', 'DM', 'CM', 'DM', 'CM', 'CM', 'DM', 'CM', 'DM', 'CM', 'RM', 'CM', 'DM', 'CM', 'CB', 'CM', 'CM', 'DM', 'CB', 'DM', 'DM', 'CM', 'CM', 'DM', 'CM', 'DM', 'CM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'CM', 'DM', 'DM', 'DM', 'DM', 'CB', 'CM', 'DM', 'DM', 'DM', 'CB', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CB', 'DM', 'CM', 'CM', 'DM', 'DM', 'CB', 'CB', 'CB', 'CM', 'CM', 'CB', 'CB', 'CM', 'CM', 'DM', 'DM', 'CM', 'DM', 'DM', 'CB', 'DM', 'DM', 'DM', 'DM', 'CB', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'CM', 'CM', 'DM', 'DM', 'DM', 'DM', 'CM', 'DM', 'DM', 'DM', 'CM', 'CM', 'DM', 'DM', 'CM', 'CM', 'DM', 'CM', 'DM']","['es Spain', 'eng Manchester City', 'Manchester City']",7594.0
Rodriguez Jay,4ab53cdb,"['FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'RW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'LW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW']",['Burnley'],2781.0
Roerslev Mads,57c94db2,"['CB', 'RB', 'RB', 'WB', 'WB', 'RB', 'RB', 'WB', 'WB', 'WB', 'RB', 'WB', 'RB', 'WB', 'RB', 'WB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'CB', 'RM', 'RB', 'LB', 'RB', 'RB', 'CB', 'RB', 'CB', 'WB', 'RB', 'WB', 'RB', 'LB', 'RB', 'RB', 'RB', 'RM']",['Brentford'],2042.0
Romero Cristian,a3d94a58,"['CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'RB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'RB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB']","['Tottenham', 'eng Tottenham', 'ar Argentina']",5489.0
Ronaldo Cristiano,dea698d9,"['FW', 'FW', 'LW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'LW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'RW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'AM', 'FW']","['Al-Nassr', 'Manchester Utd', 'eng Manchester Utd', 'pt Portugal']",5203.0
Ronan Connor,1b804500,"['FW', 'CM', 'AM', 'CM', 'CM', 'RM', 'CM', 'LM', 'LM', 'CM', 'LM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'DM', 'CM', 'CM', 'DM', 'CM', 'CM', 'CM', 'DM', 'CM', 'DM', 'CM', 'DM', 'CM', 'CM', 'DM', 'CM', 'AM', 'DM', 'CM', 'DM', 'DM', 'DM', 'DM', 'DM', 'RM', 'DM', 'CM', 'FW', 'DM', 'DM']","['Colorado Rapids', 'Wolverhampton Wanderers', 'Wolves']",3334.0
Rondón Salomón,b318a643,"['FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'AM', 'FW', 'FW', 'FW', 'AM', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'LB', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW']","['ve Venezuela', 'River Plate', 'Everton', 'ar River Plate']",2760.0
Sabitzer Marcel,e280527c,"['CM', 'DM', 'CM', 'DM', 'DM', 'CM', 'CM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'LB', 'DM', 'DM', 'AM', 'RB', 'CM', 'DM', 'DM', 'AM', 'DM', 'RM', 'DM', 'AM', 'AM', 'CM', 'DM', 'CM', 'LM', 'LM', 'DM', 'DM', 'DM', 'RM', 'LM', 'DM', 'RM', 'DM', 'DM', 'AM', 'AM', 'CM', 'DM', 'CM', 'AM', 'DM', 'AM', 'DM', 'CM', 'RM', 'LM', 'CM', 'RW', 'CM', 'DM', 'CM', 'DM', 'LM', 'DM', 'DM', 'DM', 'CM', 'DM', 'LM', 'CM', 'RM', 'DM', 'FW', 'FW', 'DM', 'DM']","['de Bayern Munich', 'Manchester Utd', 'Bayern Munich', 'Dortmund', 'de Dortmund', 'eng Manchester Utd', 'at Austria']",4123.0
Sagoe Jr Charles,187ab096,"['FW', 'FW', 'FW', 'FW', 'FW', 'AM', 'AM', 'FW', 'FW', 'FW', 'FW', 'FW', 'AM', 'FW', 'FW', 'FW', 'AM', 'FW', 'AM', 'AM', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW']",['Arsenal'],2362.0
Saint-Maximin Allan,2b16cb1a,"['LW', 'LW', 'LW', 'LW', 'FW', 'LW', 'LW', 'RW', 'LW', 'FW', 'RW', 'LW', 'LW', 'LW', 'LW', 'LW', 'LW', 'AM', 'LW', 'LW', 'LW', 'LW', 'LW', 'LW', 'LW', 'LW', 'LW', 'LW', 'FW', 'FW', 'AM', 'AM', 'FW', 'AM', 'AM', 'AM', 'AM', 'AM', 'AM', 'AM', 'AM', 'AM', 'AM', 'AM', 'AM', 'AM']","['Al-Ahli', 'Newcastle Utd']",2551.0
Saka Bukayo,bc7dc64d,"['RW', 'RW', 'RW', 'RW', 'WB', 'RM', 'RW', 'RW', 'RM', 'RW', 'RW', 'RW', 'RW', 'RM', 'RW', 'RW', 'RW', 'RW', 'RW', 'RW', 'RW', 'RW', 'FW', 'RW', 'RW', 'LW', 'RW', 'CM', 'RW', 'RW', 'RW', 'RW', 'RW', 'RW', 'RM', 'RW', 'RW', 'RW', 'RW', 'RW', 'RW', 'RM', 'RW', 'RW', 'RW', 'RW', 'RW', 'RW', 'RW', 'RW', 'FW', 'FW', 'RW', 'AM', 'RW', 'RW', 'RW', 'RW', 'WB', 'RW', 'FW', 'RW', 'RW', 'RW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'RW', 'RW', 'LB', 'RW', 'RW', 'RW', 'RW', 'RW', 'RW', 'RW', 'RW', 'RW', 'RW', 'RW', 'RW', 'RW', 'FW', 'FW', 'RW', 'RW', 'RW', 'RW', 'AM', 'RW']","['Arsenal', 'eng England', 'eng Arsenal']",6422.0
Salah Mohamed,e342ad68,"['RW', 'RW', 'FW', 'RW', 'RW', 'RW', 'RW', 'RW', 'RW', 'RW', 'RM', 'RW', 'FW', 'RM', 'FW', 'FW', 'FW', 'FW', 'RW', 'RW', 'RW', 'RW', 'FW', 'RW', 'RW', 'FW', 'RW', 'RW', 'RW', 'FW', 'RW', 'RW', 'RW', 'RW', 'RW', 'RW', 'RW', 'RW', 'RW', 'RW', 'RW', 'RW', 'RW', 'RW', 'RW', 'RW', 'RM', 'FW', 'RW', 'RW', 'FW', 'RW', 'FW', 'FW', 'RW', 'RW', 'FW', 'FW', 'FW', 'FW', 'RW', 'RW', 'FW', 'FW', 'RW', 'RM', 'RW', 'RW', 'FW', 'RW', 'FW', 'RW', 'RM', 'RW', 'RW', 'RW', 'RW', 'RW', 'RW', 'RW', 'AM', 'RW', 'RW', 'FW', 'FW', 'RW', 'RW', 'FW', 'FW', 'RW', 'FW', 'RW', 'FW', 'FW', 'RW']","['eng Liverpool', 'Liverpool', 'eg Egypt']",6545.0
Saliba William,972aeb2a,"['CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB']","['Arsenal', 'fr France', 'eng Arsenal']",5241.0
Sambi Lokonga Albert,1b4f1169,"['CM', 'RW', 'DM', 'CM', 'DM', 'CM', 'LM', 'DM', 'RM', 'LM', 'DM', 'DM', 'DM', 'DM', 'DM', 'CM', 'RM', 'DM', 'LM', 'RM', 'CM', 'CM', 'CM', 'DM', 'CM', 'CM', 'LM', 'DM', 'CM', 'CM', 'CM', 'CM']","['Arsenal', 'Crystal Palace', 'eng Arsenal', 'Luton Town']",1497.0
Samuels Imari,8218e831,"['LB', 'LB', 'LB', 'LB', 'LB', 'DM', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB']",['Brighton'],1729.0
Samuels-Smith Ishé,da95fde0,"['CB', 'LB', 'LB', 'CB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB']","['Everton', 'Chelsea']",960.0
Sancho Jadon,dbf053da,"['RW', 'RW', 'RW', 'LW', 'LW', 'LW', 'LW', 'LW', 'LW', 'LW', 'LM', 'AM', 'LW', 'LW', 'RW', 'AM', 'LW', 'CM', 'FW', 'LM', 'RW', 'RW', 'WB', 'LW', 'RW', 'LW', 'RW', 'LW', 'LW', 'LM', 'RW', 'LW', 'LW', 'RW', 'LW', 'RW', 'LW', 'FW', 'LW', 'RW', 'LM', 'AM', 'LW', 'AM', 'LW', 'LW', 'AM', 'LM', 'LW', 'FW']","['Manchester Utd', 'eng Manchester Utd']",2427.0
Sanson Morgan,6e7f1353,"['CM', 'RM', 'CM', 'LM', 'LM', 'AM', 'CM', 'CM', 'CM', 'CM', 'CM', 'AM', 'CM', 'LW', 'AM', 'CM', 'AM', 'CM', 'CM', 'DM', 'CM', 'CM', 'RM', 'RM', 'RM', 'LM', 'RM', 'RM', 'RM', 'LM', 'LM', 'LM', 'LM', 'LM', 'RM', 'RM', 'LM', 'LM', 'RM']","['Nice', 'Aston Villa', 'Strasbourg']",2627.0
Santiago Yago,88b3215c,"['RM', 'FW', 'FW', 'AM', 'FW', 'AM', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'DM', 'FW', 'AM', 'AM', 'AM', 'AM', 'AM', 'FW', 'FW', 'FW', 'FW', 'AM', 'AM', 'AM', 'AM', 'AM', 'AM', 'FW']",['Tottenham Hotspur'],2753.0
Santos Andrey,dd745366,"['LM', 'LM', 'CM', 'LM', 'LM', 'LM', 'CM', 'AM', 'DM', 'CM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'CM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM']","[""Nott'ham Forest"", 'br Brazil', 'Vasco da Gama']",2524.0
Sarabia Pablo,9744ff80,"['RW', 'FW', 'FW', 'AM', 'RW', 'FW', 'RW', 'AM', 'AM', 'FW', 'AM', 'CM', 'FW', 'AM', 'FW', 'RW', 'FW', 'RW', 'FW', 'RW', 'FW', 'LW', 'RW', 'LW', 'AM', 'RM', 'RW', 'AM', 'AM', 'RW', 'RW', 'DM', 'LW', 'LM', 'LM', 'LM', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'AM', 'AM', 'CM', 'FW', 'FW', 'FW', 'RM', 'CB', 'RW', 'RW', 'CM', 'LW', 'RW', 'CM', 'FW']","['es Spain', 'Paris S-G', 'fr Paris S-G', 'Wolves']",2236.0
Sarmiento Jeremy,ac0d576d,"['LM', 'RM', 'AM', 'AM', 'FW', 'AM', 'AM', 'AM', 'AM', 'CM', 'AM', 'FW', 'LM', 'LW', 'LM', 'AM', 'AM', 'AM', 'FW', 'LW', 'FW', 'AM', 'AM', 'RW', 'LW', 'FW', 'LW', 'AM', 'FW', 'FW', 'LW', 'LW', 'AM', 'LM', 'LW', 'LM', 'LW']","['ec Ecuador', 'West Brom', 'Brighton']",1044.0
Scamacca Gianluca,8790f988,"['FW', 'FW', 'FW', 'AM', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'DM', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'RW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW']","['West Ham', 'it Italy', 'Atalanta', 'eng West Ham', 'it Atalanta']",2304.0
Scanlon Calum,37739c71,"['LB', 'LB', 'LB', 'LB', 'CB', 'FW', 'LB', 'LB']","['eng Liverpool', 'Liverpool']",562.0
Schade Kevin,52afb588,"['RM', 'RW', 'LW', 'RW', 'RW', 'LW', 'LM', 'FW', 'RW', 'AM', 'FW', 'FW', 'LM', 'LW', 'FW', 'FW', 'LW', 'FW', 'LW', 'RW', 'LM', 'RW', 'CM', 'FW', 'RM', 'LW', 'LW', 'FW', 'LW', 'RW', 'LB', 'AM', 'LW', 'FW', 'LW', 'FW', 'CM', 'FW', 'RM', 'FW', 'LW', 'RM', 'FW', 'LW', 'LW', 'LW', 'CM', 'FW']","['de Freiburg', 'Freiburg', 'Brentford']",1357.0
Schlupp Jeffrey,3312f911,"['DM', 'CM', 'LM', 'RM', 'CM', 'LM', 'CM', 'LM', 'DM', 'LM', 'DM', 'LM', 'LB', 'RM', 'RM', 'RM', 'DM', 'RM', 'DM', 'AM', 'LW', 'LM', 'LM', 'DM', 'LB', 'LB', 'LM', 'DM', 'DM', 'DM', 'DM', 'LW', 'LW', 'LM', 'LW', 'CM', 'DM', 'LW', 'LM', 'LW', 'AM', 'LM', 'LM', 'LM', 'LM', 'LM', 'CM', 'LM', 'LM', 'LW', 'LW', 'LW', 'LW', 'RW', 'LM', 'AM', 'LW', 'RM', 'LW', 'LW', 'LW', 'LW', 'AM', 'LW', 'LM', 'AM']",['Crystal Palace'],3658.0
Schär Fabian,c8aa95da,"['CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'RB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB']","['Newcastle Utd', 'eng Newcastle Utd', 'ch Switzerland']",6294.0
Semedo Nélson,d04b94db,"['RB', 'WB', 'RB', 'RB', 'RB', 'RB', 'WB', 'RB', 'RM', 'RW', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'WB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'WB', 'RB', 'RB', 'WB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'WB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RM', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RM', 'RM', 'RB', 'RB', 'WB', 'WB', 'WB', 'WB', 'RM', 'RM', 'RM', 'RB']","['pt Portugal', 'Wolves']",4299.0
Sessegnon Ryan,6aa3e78b,"['WB', 'WB', 'WB', 'LB', 'WB', 'WB', 'WB', 'WB', 'LB', 'WB', 'WB', 'WB', 'WB', 'LB', 'LM', 'AM', 'WB', 'WB', 'WB', 'LB', 'WB', 'LM', 'LB', 'RM', 'LM', 'LM', 'DM', 'LM']","['Tottenham', 'eng Tottenham']",1204.0
Shaw Luke,9c94165b,"['LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'CB', 'CB', 'LB', 'CB', 'LM', 'LB', 'LB', 'CB', 'LB', 'LB', 'LB', 'LB', 'CB', 'LB', 'CB', 'LB', 'CB', 'LB', 'CB', 'CB', 'CB', 'LB', 'LB', 'LB', 'LB', 'LM', 'LB', 'LB', 'LB', 'LB', 'CB', 'LB', 'LB', 'LB', 'LB', 'CB', 'LB', 'CB', 'LB', 'LB', 'LB', 'LB', 'LB', 'CB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'CB', 'CB', 'LB', 'CB', 'LB', 'LB']","['eng England', 'Manchester Utd', 'eng Manchester Utd']",5017.0
Shelvey Jonjo,3727dd3c,"['DM', 'RM', 'CM', 'CM', 'LM', 'DM', 'CM', 'CM', 'RM', 'DM', 'DM', 'CM', 'DM', 'CM', 'CM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM']","['Newcastle Utd', ""Nott'ham Forest"", 'Rizespor']",1439.0
Shoretire Shola,00f0482f,"['FW', 'AM', 'AM', 'FW', 'FW', 'AM', 'FW', 'AM', 'AM', 'AM', 'FW', 'AM', 'FW', 'AM', 'AM', 'FW', 'FW', 'AM', 'AM', 'FW', 'CM', 'CM', 'CM', 'CM', 'CM', 'DM', 'AM']","['Manchester Utd', 'Bolton']",2039.0
Silva Bernardo,3eb22ec9,"['LM', 'LM', 'RW', 'DM', 'RW', 'RW', 'DM', 'RW', 'DM', 'CM', 'LM', 'LM', 'CM', 'DM', 'AM', 'CM', 'LB', 'RW', 'LM', 'AM', 'RW', 'CM', 'RW', 'RW', 'CM', 'DM', 'LM', 'RM', 'RW', 'DM', 'LM', 'DM', 'RW', 'LM', 'CM', 'CM', 'RM', 'DM', 'RW', 'DM', 'AM', 'AM', 'RM', 'CM', 'DM', 'RW', 'DM', 'LM', 'CM', 'RW', 'CM', 'LM', 'DM', 'CM', 'DM', 'FW', 'FW', 'CM', 'LM', 'RW', 'RM', 'LM', 'AM', 'FW', 'FW', 'CM', 'LM', 'CM', 'FW', 'DM', 'AM', 'RM', 'RM', 'AM', 'LM', 'LM', 'RM', 'DM', 'CM', 'AM', 'AM', 'FW', 'RW', 'RW', 'RM', 'RW', 'RW', 'CM', 'LW', 'RW', 'AM', 'CM', 'CM', 'RW', 'RW', 'DM', 'DM', 'DM', 'RW', 'CM', 'RM', 'CM', 'DM', 'DM', 'RM', 'AM', 'CM', 'CM', 'CM', 'RW', 'RW', 'CM', 'RW', 'AM', 'FW', 'AM', 'RW', 'RW', 'AM', 'RW', 'DM', 'FW', 'CM', 'RW', 'RW']","['eng Manchester City', 'Manchester City', 'pt Portugal']",6429.0
Silva Fábio,e7aa9d7c,"['FW', 'FW', 'FW', 'LW', 'LW', 'FW', 'FW', 'LW', 'FW', 'FW', 'FW', 'LW', 'FW', 'FW', 'FW', 'FW', 'CM', 'FW', 'CM', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'LW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'LW', 'AM', 'FW']","['Wolves', 'Anderlecht', 'PSV Eindhoven', 'be Anderlecht', 'nl PSV Eindhoven']",3318.0
Silva Thiago,86e7deaf,"['CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB']","['eng Chelsea', 'br Brazil', 'Chelsea']",4957.0
Simms Ellis,26d3b5be,"['FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'DM', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'RW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'AM', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'LW', 'FW', 'FW', 'RW', 'RW', 'FW', 'FW', 'LW', 'FW', 'FW', 'FW']","['Everton', 'Sunderland', 'Coventry City']",2490.0
Skipp Oliver,6250083a,"['CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'DM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'RM', 'CM', 'CM', 'CM', 'DM', 'DM', 'DM', 'LM', 'RW', 'DM', 'CM', 'DM', 'LM', 'AM', 'CM', 'DM', 'AM', 'DM', 'CM', 'RW', 'DM', 'RW', 'DM']","['Tottenham', 'eng Tottenham']",2220.0
